player,club,competition,season_used,position,matches,minutes,shots,goals,xg,np_goals,np_xg,assists,xa,xg_chain,xg_buildup,xg_per_match,goals_per_match,np_xg_per90,shot_accuracy
Riyad Idrissi,Cagliari,ITA-Serie A,2526,D S,23,737,6,2,0.789,2,0.789,0,0.248,3.734,3.293,0.0343,0.087,0.0964,0.333
Jérémy Jacquet,Rennes,FRA-Ligue 1,2526,D,19,1678,11,0,0.788,0,0.788,0,0.571,7.01,6.825,0.0415,0.0,0.0423,0.0
Laurent Abergel,Lorient,FRA-Ligue 1,2526,M S,28,2347,22,1,0.786,1,0.786,0,0.862,7.722,6.832,0.0281,0.0357,0.0301,0.045
Bruno Ogbus,Freiburg,GER-Bundesliga,2526,D S,18,1180,5,0,0.786,0,0.786,0,0.028,3.665,3.311,0.0437,0.0,0.06,0.0
Mahmoud Dahoud,Eintracht Frankfurt,GER-Bundesliga,2526,F M S,15,722,17,2,0.785,2,0.785,3,0.323,3.258,2.46,0.0523,0.1333,0.0979,0.118
Joel Asoro,Metz,FRA-Ligue 1,2526,F S,8,220,4,0,0.784,0,0.784,0,0.095,0.891,0.106,0.098,0.0,0.3208,0.0
Valentin Rongier,Rennes,FRA-Ligue 1,2526,M,31,2750,22,2,0.783,2,0.783,5,4.391,15.284,12.995,0.0252,0.0645,0.0256,0.091
Charles Pickel,Espanyol,ESP-La Liga,2526,M S,24,658,10,1,0.782,1,0.782,0,0.035,2.819,2.269,0.0326,0.0417,0.1069,0.1
Christantus Uche,Crystal Palace,ENG-Premier League,2526,S,14,109,6,0,0.78,0,0.78,0,0.0,0.753,0.034,0.0557,0.0,0.6439,0.0
Mikel Goti,Real Sociedad,ESP-La Liga,2526,M S,4,64,3,0,0.779,0,0.779,0,0.0,0.177,0.0,0.1946,0.0,1.0948,0.0
Marc Bartra,Real Betis,ESP-La Liga,2526,D S,25,1973,16,1,0.779,1,0.779,0,0.122,6.517,6.299,0.0311,0.04,0.0355,0.062
Jordan Teze,Monaco,FRA-Ligue 1,2526,D M S,33,2515,14,1,0.777,1,0.777,2,4.185,11.872,8.597,0.0235,0.0303,0.0278,0.071
Robin Hack,Borussia M.Gladbach,GER-Bundesliga,2526,M S,8,311,11,1,0.776,1,0.776,0,0.866,2.028,0.754,0.097,0.125,0.2247,0.091
Karol Mets,St. Pauli,GER-Bundesliga,2526,D S,23,1938,7,1,0.772,1,0.772,0,0.169,3.623,3.604,0.0335,0.0435,0.0358,0.143
Jadon Sancho,Aston Villa,ENG-Premier League,2526,M S,23,860,10,0,0.769,0,0.769,2,2.052,5.169,3.22,0.0334,0.0,0.0805,0.0
Djaoui Cissé,Rennes,FRA-Ligue 1,2526,M S,24,965,24,0,0.766,0,0.766,0,0.839,4.438,3.444,0.0319,0.0,0.0715,0.0
Peque,Sevilla,ESP-La Liga,2526,F M S,26,952,15,2,0.766,2,0.766,1,0.611,3.086,2.012,0.0294,0.0769,0.0724,0.133
Dilane Bakwa,Nottingham Forest,ENG-Premier League,2526,M S,14,556,9,0,0.764,0,0.764,2,1.216,2.936,1.683,0.0546,0.0,0.1237,0.0
Ellyes Skhiri,Eintracht Frankfurt,GER-Bundesliga,2526,D M S,25,1439,8,0,0.764,0,0.764,0,0.307,6.157,5.556,0.0306,0.0,0.0478,0.0
Alberto Grassi,Cremonese,ITA-Serie A,2526,M S,30,1758,13,0,0.762,0,0.762,0,0.452,3.692,2.702,0.0254,0.0,0.039,0.0
José Gayá,Valencia,ESP-La Liga,2526,D S,32,2491,13,1,0.762,1,0.762,2,2.337,7.109,4.71,0.0238,0.0312,0.0275,0.077
Isak Vural,Pisa,ITA-Serie A,2526,M S,15,752,6,0,0.762,0,0.762,0,0.169,1.933,1.22,0.0508,0.0,0.0912,0.0
Edon Zhegrova,Juventus,ITA-Serie A,2526,S,19,330,19,0,0.761,0,0.761,0,1.026,2.229,1.333,0.0401,0.0,0.2076,0.0
Seko Fofana,Rennes,FRA-Ligue 1,2526,M S,12,659,9,1,0.761,1,0.761,0,0.645,3.743,2.636,0.0634,0.0833,0.104,0.111
Rafiu Durosinmi,Pisa,ITA-Serie A,2526,F S,12,428,9,1,0.76,1,0.76,1,0.088,0.926,0.183,0.0633,0.0833,0.1598,0.111
Álvaro Fernández,Real Madrid,ESP-La Liga,2526,D S,28,2334,9,2,0.758,2,0.758,3,1.777,16.83,15.121,0.0271,0.0714,0.0292,0.222
Edoardo Iannoni,Sassuolo,ITA-Serie A,2526,M S,15,230,3,1,0.757,1,0.757,0,0.0,0.894,0.137,0.0505,0.0667,0.2963,0.333
Lukas Ullrich,Borussia M.Gladbach,GER-Bundesliga,2526,D M S,23,1301,10,0,0.757,0,0.757,0,0.906,5.586,4.306,0.0329,0.0,0.0523,0.0
Riccardo Sottil,Lecce,ITA-Serie A,2526,F M S,21,1078,20,1,0.757,1,0.757,2,3.897,2.107,0.789,0.036,0.0476,0.0632,0.05
Felipe Loyola,Pisa,ITA-Serie A,2526,M S,11,541,9,1,0.755,1,0.755,0,0.543,1.633,0.501,0.0686,0.0909,0.1256,0.111
Tete Morente,Elche,ESP-La Liga,2526,D M S,13,940,8,1,0.754,1,0.754,1,1.313,2.678,1.439,0.058,0.0769,0.0722,0.125
Álex Balde,Barcelona,ESP-La Liga,2526,D S,28,1910,10,0,0.753,0,0.753,2,2.899,16.041,12.892,0.0269,0.0,0.0355,0.0
Matteo Bianchetti,Cremonese,ITA-Serie A,2526,D S,27,2222,7,0,0.751,0,0.751,2,0.488,3.322,3.019,0.0278,0.0,0.0304,0.0
Vitaly Janelt,Brentford,ENG-Premier League,2526,M S,25,1421,12,1,0.75,1,0.75,4,3.811,6.326,3.633,0.03,0.04,0.0475,0.083
Hannibal Mejbri,Burnley,ENG-Premier League,2526,M S,27,1251,19,1,0.75,1,0.75,4,2.838,5.953,3.376,0.0278,0.037,0.0539,0.053
Josh Doig,Sassuolo,ITA-Serie A,2526,D S,30,1924,11,0,0.749,0,0.749,0,1.503,5.639,4.257,0.025,0.0,0.0351,0.0
Ardian Ismajli,Torino,ITA-Serie A,2526,D S,25,1907,6,0,0.749,0,0.749,1,0.539,3.39,2.838,0.03,0.0,0.0353,0.0
Juanlu Sanchez,Sevilla,ESP-La Liga,2526,D M S,32,2016,14,0,0.749,0,0.749,3,1.899,5.391,3.356,0.0234,0.0,0.0335,0.0
Nicolò Casale,Bologna,ITA-Serie A,2526,D S,12,672,5,0,0.746,0,0.746,0,0.205,1.794,1.708,0.0622,0.0,0.1,0.0
Yunus Musah,AC Milan,ITA-Serie A,2526,D M S,20,623,7,1,0.745,1,0.745,0,0.734,4.712,3.27,0.0373,0.05,0.1077,0.143
Zé Pedro,Cagliari,ITA-Serie A,2526,D S,23,1723,7,0,0.745,0,0.745,1,0.458,3.504,3.029,0.0324,0.0,0.0389,0.0
Darline Yongwa,Lorient,FRA-Ligue 1,2526,D S,23,1285,10,0,0.741,0,0.741,1,2.401,4.11,1.504,0.0322,0.0,0.0519,0.0
Connor Metcalfe,St. Pauli,GER-Bundesliga,2526,F M S,25,536,16,0,0.738,0,0.738,2,1.161,1.979,0.713,0.0295,0.0,0.124,0.0
Martin Vitík,Bologna,ITA-Serie A,2526,D S,19,1320,8,0,0.738,0,0.738,0,0.171,1.804,1.579,0.0388,0.0,0.0503,0.0
Alessandro Circati,Parma Calcio 1913,ITA-Serie A,2526,D,31,2667,8,1,0.736,1,0.736,0,0.246,4.767,4.243,0.0238,0.0323,0.0249,0.125
Dennis Johnsen,Cremonese,ITA-Serie A,2526,F M S,11,390,5,1,0.736,1,0.736,1,0.62,1.291,0.067,0.0669,0.0909,0.1699,0.2
Jahyann Pandore,Metz,FRA-Ligue 1,2526,S,4,71,2,1,0.736,1,0.736,0,0.03,1.111,0.345,0.184,0.25,0.9331,0.5
Oscar Fraulo,Borussia M.Gladbach,GER-Bundesliga,2526,S,4,30,1,1,0.735,1,0.735,0,0.0,0.867,0.132,0.1838,0.25,2.2051,1.0
Ilia Gruev,Leeds,ENG-Premier League,2526,M S,23,1310,7,0,0.734,0,0.734,3,1.494,3.584,2.23,0.0319,0.0,0.0504,0.0
Santiago Colombatto,Real Oviedo,ESP-La Liga,2526,M S,33,2157,16,0,0.733,0,0.733,1,2.821,6.47,5.313,0.0222,0.0,0.0306,0.0
Vinicius Souza,Wolfsburg,GER-Bundesliga,2526,M S,24,1794,9,0,0.731,0,0.731,0,0.78,5.024,4.415,0.0305,0.0,0.0367,0.0
Marco Friedl,Werder Bremen,GER-Bundesliga,2526,D S,30,2552,8,1,0.729,1,0.729,0,0.293,5.801,5.563,0.0243,0.0333,0.0257,0.125
Kenny Tete,Fulham,ENG-Premier League,2526,D S,22,1805,16,1,0.729,1,0.729,0,0.949,3.944,3.158,0.0331,0.0455,0.0363,0.062
Kim Min-Jae,Bayern Munich,GER-Bundesliga,2526,D S,25,1621,5,1,0.726,1,0.726,1,0.474,14.773,14.366,0.029,0.04,0.0403,0.2
Josip Juranovic,Union Berlin,GER-Bundesliga,2526,D S,11,309,4,1,0.726,1,0.726,1,1.235,1.241,0.441,0.066,0.0909,0.2114,0.25
Francisco Sierralta,Auxerre,FRA-Ligue 1,2526,D S,10,869,7,1,0.725,1,0.725,0,0.039,1.442,1.442,0.0725,0.1,0.0751,0.143
Arnaud Nordin,Mainz 05,GER-Bundesliga,2526,D F M S,13,468,13,0,0.722,0,0.722,0,0.141,1.066,0.388,0.0555,0.0,0.1388,0.0
Pol Lozano,Espanyol,ESP-La Liga,2526,M S,33,2211,17,2,0.72,2,0.72,1,1.313,7.325,6.574,0.0218,0.0606,0.0293,0.118
Florian Sotoca,Lens,FRA-Ligue 1,2526,F M S,26,458,13,1,0.72,1,0.72,0,0.936,4.371,3.193,0.0277,0.0385,0.1414,0.077
Pierrick Capelle,Angers,FRA-Ligue 1,2526,M S,16,643,10,0,0.718,0,0.718,1,0.606,2.719,1.641,0.0449,0.0,0.1005,0.0
Jaka Bijol,Leeds,ENG-Premier League,2526,D S,25,1895,15,1,0.718,1,0.718,2,1.399,5.491,4.504,0.0287,0.04,0.0341,0.067
Thiago Borbas,Real Oviedo,ESP-La Liga,2526,S,12,140,5,0,0.714,0,0.714,0,0.0,0.171,0.035,0.0595,0.0,0.459,0.0
Hector Fort,Elche,ESP-La Liga,2526,D S,14,478,12,2,0.713,2,0.713,2,0.213,2.068,1.38,0.051,0.1429,0.1343,0.167
Konan N’Dri,Lecce,ITA-Serie A,2526,M S,27,474,19,2,0.712,2,0.712,0,0.772,1.867,0.864,0.0264,0.0741,0.1352,0.105
Jim Allevinah,Angers,FRA-Ligue 1,2526,S,6,110,5,1,0.709,1,0.709,0,0.028,0.813,0.076,0.1182,0.1667,0.5803,0.2
Lorran,Pisa,ITA-Serie A,2526,S,9,95,3,1,0.709,1,0.709,0,0.062,0.908,0.136,0.0788,0.1111,0.672,0.333
Jon Karrikaburu,Real Sociedad,ESP-La Liga,2526,S,7,107,7,0,0.709,0,0.709,0,0.024,0.484,0.0,0.1013,0.0,0.5967,0.0
Luca Mazzitelli,Cagliari,ITA-Serie A,2526,M S,18,753,15,2,0.708,2,0.708,2,1.069,3.094,2.353,0.0394,0.1111,0.0847,0.133
Leon Bailey,Aston Villa,ENG-Premier League,2526,M S,13,437,8,0,0.707,0,0.707,1,1.117,2.241,1.162,0.0544,0.0,0.1457,0.0
Antonio Vergara,Napoli,ITA-Serie A,2526,M S,12,625,10,1,0.706,1,0.706,2,0.835,2.61,1.257,0.0588,0.0833,0.1016,0.1
Lucas Digne,Aston Villa,ENG-Premier League,2526,D S,31,1857,14,0,0.703,0,0.703,6,3.053,5.531,4.143,0.0227,0.0,0.0341,0.0
Douglas Luiz,Aston Villa,ENG-Premier League,2526,M S,21,936,11,1,0.702,1,0.702,0,1.823,4.071,2.811,0.0335,0.0476,0.0675,0.091
Javier López,Real Oviedo,ESP-La Liga,2526,D S,26,1825,7,0,0.702,0,0.702,1,1.192,3.971,3.431,0.027,0.0,0.0346,0.0
Nathan Mbala,Metz,FRA-Ligue 1,2526,F M S,13,426,15,2,0.699,2,0.699,2,1.073,1.909,0.562,0.0538,0.1538,0.1477,0.133
Joel Mvuka,Lorient,FRA-Ligue 1,2526,D S,15,549,8,0,0.697,0,0.697,0,1.01,1.845,0.306,0.0465,0.0,0.1143,0.0
Lucas Tousart,Brest,FRA-Ligue 1,2526,D M S,24,820,8,1,0.697,1,0.697,0,0.48,2.109,1.306,0.0291,0.0417,0.0765,0.125
Abdón Prats,Mallorca,ESP-La Liga,2526,S,15,92,5,0,0.696,0,0.696,0,0.115,1.336,0.682,0.0464,0.0,0.6807,0.0
Amady Camara,Nantes,FRA-Ligue 1,2526,F S,10,131,6,0,0.695,0,0.695,0,0.118,0.91,0.098,0.0695,0.0,0.4772,0.0
Oussama El Azzouzi,Auxerre,FRA-Ligue 1,2526,D M S,11,821,5,1,0.695,1,0.695,0,0.521,1.586,0.851,0.0632,0.0909,0.0762,0.2
David Okereke,Cremonese,ITA-Serie A,2526,F S,10,397,8,2,0.693,2,0.693,0,0.421,1.099,0.556,0.0693,0.2,0.1571,0.25
Yussuf Poulsen,Hamburger SV,GER-Bundesliga,2526,F S,15,286,7,1,0.691,1,0.691,0,0.28,1.617,0.807,0.0461,0.0667,0.2175,0.143
Pierre Mounguengue,Paris Saint Germain,FRA-Ligue 1,2526,S,1,15,2,0,0.691,0,0.691,0,0.0,0.716,0.024,0.6913,0.0,4.1477,0.0
Hugo Rincón,Girona,ESP-La Liga,2526,D S,33,1713,7,1,0.691,1,0.691,1,1.332,5.529,4.207,0.0209,0.0303,0.0363,0.143
Fabio Carvalho,Brentford,ENG-Premier League,2526,M S,6,97,2,1,0.69,1,0.69,0,0.0,0.69,0.0,0.1149,0.1667,0.6398,0.5
Yangel Herrera,Girona,ESP-La Liga,2526,M S,14,638,6,0,0.689,0,0.689,0,0.055,1.679,1.495,0.0492,0.0,0.0972,0.0
Nicolás Serrano,Athletic Club,ESP-La Liga,2526,M S,16,338,16,1,0.689,1,0.689,0,0.566,1.386,0.47,0.0431,0.0625,0.1834,0.062
Adama Traoré,Fulham,ENG-Premier League,2526,M S,24,326,7,0,0.688,0,0.688,0,0.415,1.77,0.704,0.0287,0.0,0.19,0.0
Nnamdi Collins,Eintracht Frankfurt,GER-Bundesliga,2526,D S,23,1490,3,1,0.686,1,0.686,2,0.456,6.877,6.092,0.0298,0.0435,0.0414,0.333
Joakim Maehle,Wolfsburg,GER-Bundesliga,2526,D M S,16,1226,14,1,0.677,1,0.677,2,1.646,5.031,3.458,0.0423,0.0625,0.0497,0.071
Lorenz Assignon,VfB Stuttgart,GER-Bundesliga,2526,D S,24,1091,12,0,0.675,0,0.675,0,1.053,5.321,4.252,0.0281,0.0,0.0557,0.0
Ryan Yates,Nottingham Forest,ENG-Premier League,2526,M S,22,550,9,0,0.675,0,0.675,2,0.227,3.287,2.774,0.0307,0.0,0.1104,0.0
Matheus Nunes,Manchester City,ENG-Premier League,2526,D S,34,2865,7,1,0.675,1,0.675,5,3.099,22.104,20.289,0.0199,0.0294,0.0212,0.143
Filip Kostic,Juventus,ITA-Serie A,2526,D M S,18,461,9,3,0.674,3,0.674,1,0.683,3.386,2.391,0.0375,0.1667,0.1316,0.333
Abduqodir Khusanov,Manchester City,ENG-Premier League,2526,D S,21,1421,7,0,0.673,0,0.673,0,0.572,7.634,7.127,0.032,0.0,0.0426,0.0
Romaine Mundle,Sunderland,ENG-Premier League,2526,M S,14,370,7,0,0.673,0,0.673,0,0.017,1.284,0.611,0.0481,0.0,0.1638,0.0
Noah Edjouma,Lille,FRA-Ligue 1,2526,F M S,15,319,10,0,0.671,0,0.671,0,0.491,1.52,0.512,0.0447,0.0,0.1892,0.0
Josh Acheampong,Chelsea,ENG-Premier League,2526,D S,17,657,4,1,0.671,1,0.671,0,0.138,2.122,2.05,0.0395,0.0588,0.0919,0.25
Emanuele Valeri,Parma Calcio 1913,ITA-Serie A,2526,D M S,34,2637,23,0,0.669,0,0.669,2,3.777,6.483,4.969,0.0197,0.0,0.0228,0.0
Max Dowman,Arsenal,ENG-Premier League,2526,M S,6,142,6,1,0.669,1,0.669,0,0.634,1.616,0.48,0.1115,0.1667,0.424,0.167
Giovanni Reyna,Borussia M.Gladbach,GER-Bundesliga,2526,M S,19,485,7,1,0.667,1,0.667,0,1.553,3.325,1.414,0.0351,0.0526,0.1238,0.143
Oliver Provstgaard,Lazio,ITA-Serie A,2526,D S,26,1515,6,0,0.666,0,0.666,0,0.663,4.658,4.085,0.0256,0.0,0.0396,0.0
Jonathan Tah,Bayern Munich,GER-Bundesliga,2526,D S,28,2031,8,2,0.664,2,0.664,1,0.588,11.727,11.332,0.0237,0.0714,0.0294,0.25
Moritz Jenz,Wolfsburg,GER-Bundesliga,2526,D S,22,1795,5,1,0.664,1,0.664,0,0.068,3.456,3.388,0.0302,0.0455,0.0333,0.2
César Tárrega,Valencia,ESP-La Liga,2526,D S,32,2588,11,0,0.663,0,0.663,0,0.09,6.761,6.696,0.0207,0.0,0.023,0.0
Finn Dahmen,Augsburg,GER-Bundesliga,2526,GK,34,3060,1,0,0.663,0,0.663,0,0.297,4.446,4.15,0.0195,0.0,0.0195,0.0
Otto Stange,Hamburger SV,GER-Bundesliga,2526,F S,10,275,9,0,0.661,0,0.661,0,0.104,0.741,0.16,0.0661,0.0,0.2164,0.0
Mayckel Lahdo,Nantes,FRA-Ligue 1,2526,F M S,8,434,3,1,0.66,1,0.66,1,0.167,1.509,0.716,0.0825,0.125,0.1368,0.333
Alejandro Francés,Girona,ESP-La Liga,2526,D S,24,1077,16,0,0.659,0,0.659,2,1.44,6.06,5.568,0.0275,0.0,0.0551,0.0
Inigo Ruiz de Galarreta,Athletic Club,ESP-La Liga,2526,M S,34,2289,20,1,0.657,1,0.657,2,3.326,10.063,8.464,0.0193,0.0294,0.0258,0.05
Jean-Clair Todibo,West Ham,ENG-Premier League,2526,D S,23,1827,2,0,0.656,0,0.656,1,0.38,1.825,1.6,0.0285,0.0,0.0323,0.0
Valentín Carboni,Genoa,ITA-Serie A,2526,M S,12,345,6,0,0.655,0,0.655,0,0.324,1.083,0.234,0.0546,0.0,0.171,0.0
Robinio Vaz,Roma,ITA-Serie A,2526,S,12,184,5,1,0.655,1,0.655,0,0.0,0.723,0.157,0.0546,0.0833,0.3205,0.2
David López,Girona,ESP-La Liga,2526,D S,5,300,1,0,0.654,0,0.654,0,0.0,0.777,0.777,0.1309,0.0,0.1963,0.0
Lewis Ferguson,Bologna,ITA-Serie A,2526,M S,27,1576,13,1,0.651,1,0.651,0,1.566,5.2,4.374,0.0241,0.037,0.0372,0.077
Benjamín Domínguez,Bologna,ITA-Serie A,2526,M S,15,553,12,0,0.647,0,0.647,3,0.264,2.346,1.574,0.0431,0.0,0.1053,0.0
Ander Guevara,Alaves,ESP-La Liga,2526,M S,25,581,5,1,0.645,1,0.645,1,0.894,2.792,1.922,0.0258,0.04,0.0999,0.2
Pep Chavarría,Rayo Vallecano,ESP-La Liga,2526,D S,33,2672,18,1,0.645,1,0.645,2,3.703,11.969,8.858,0.0195,0.0303,0.0217,0.056
Luca Pellegrini,Lazio,ITA-Serie A,2526,D S,24,1485,7,1,0.644,1,0.644,0,0.831,4.43,3.752,0.0268,0.0417,0.039,0.143
Arsène Kouassi,Lorient,FRA-Ligue 1,2526,D S,31,2642,9,2,0.644,2,0.644,6,4.931,8.28,6.358,0.0208,0.0645,0.0219,0.222
Yassir Zabiri,Rennes,FRA-Ligue 1,2526,S,6,29,4,0,0.643,0,0.643,0,0.0,0.607,0.058,0.1072,0.0,1.996,0.0
Ousmane Camara,Angers,FRA-Ligue 1,2526,D S,32,2724,13,1,0.642,1,0.642,0,0.25,7.059,6.81,0.0201,0.0312,0.0212,0.077
Ihlas Bebou,Hoffenheim,GER-Bundesliga,2526,S,16,129,5,0,0.642,0,0.642,0,0.973,2.424,0.832,0.0402,0.0,0.4482,0.0
Lucas Hernández,Paris Saint Germain,FRA-Ligue 1,2526,D S,25,1749,11,0,0.641,0,0.641,3,1.28,13.898,12.697,0.0256,0.0,0.033,0.0
Jordan Lefort,Angers,FRA-Ligue 1,2526,D,34,3060,11,0,0.638,0,0.638,2,0.897,8.236,7.759,0.0188,0.0,0.0188,0.0
Jonas Föhrenbach,FC Heidenheim,GER-Bundesliga,2526,D M S,27,2333,6,1,0.636,1,0.636,1,2.261,4.087,2.951,0.0236,0.037,0.0245,0.167
Mouctar Diakhaby,Valencia,ESP-La Liga,2526,D S,8,539,4,1,0.632,1,0.632,0,0.055,1.057,1.002,0.079,0.125,0.1056,0.25
Kristoffer Lund,FC Cologne,GER-Bundesliga,2526,D M S,33,2319,20,0,0.632,0,0.632,2,1.744,8.25,6.765,0.0191,0.0,0.0245,0.0
Fran Beltrán,Celta Vigo,ESP-La Liga,2526,M S,27,1544,16,1,0.632,1,0.632,0,0.904,7.462,6.427,0.0234,0.037,0.0368,0.062
Raíllo,Mallorca,ESP-La Liga,2526,D S,24,2069,12,0,0.631,0,0.631,1,0.364,4.512,4.202,0.0263,0.0,0.0275,0.0
Nahuel Estévez,Parma Calcio 1913,ITA-Serie A,2526,M S,32,1001,9,0,0.63,0,0.63,1,1.104,2.353,1.342,0.0197,0.0,0.0567,0.0
Tim Siersleben,FC Heidenheim,GER-Bundesliga,2526,D S,15,1085,5,0,0.63,0,0.63,0,0.116,1.364,1.074,0.042,0.0,0.0522,0.0
Urko Gonzalez,Espanyol,ESP-La Liga,2526,M S,36,2615,18,0,0.629,0,0.629,1,0.339,5.933,5.271,0.0175,0.0,0.0216,0.0
Bertrand Traoré,Sunderland,ENG-Premier League,2526,F M S,12,675,12,1,0.625,1,0.625,0,0.989,2.017,1.23,0.0521,0.0833,0.0833,0.083
Stefanos Tzimas,Brighton,ENG-Premier League,2526,F S,9,111,4,1,0.625,1,0.625,1,0.384,0.807,0.01,0.0694,0.1111,0.5068,0.25
Filip Ugrinic,Valencia,ESP-La Liga,2526,F M S,27,1515,20,0,0.621,0,0.621,3,3.72,6.902,5.46,0.023,0.0,0.0369,0.0
Gaetan Perrin,Lille,FRA-Ligue 1,2526,F M S,12,314,7,1,0.62,1,0.62,0,1.119,2.492,1.151,0.0517,0.0833,0.1777,0.143
Unai Elgezabal,Levante,ESP-La Liga,2526,D M S,12,963,3,1,0.619,1,0.619,0,0.134,1.466,1.466,0.0516,0.0833,0.0579,0.333
Soungoutou Magassa,West Ham,ENG-Premier League,2526,M S,22,976,7,1,0.619,1,0.619,0,0.746,2.419,1.532,0.0282,0.0455,0.0571,0.143
Facundo Garcés,Alaves,ESP-La Liga,2526,D S,10,786,8,0,0.618,0,0.618,0,0.0,0.71,0.637,0.0618,0.0,0.0707,0.0
Janik Haberer,Union Berlin,GER-Bundesliga,2526,D M S,28,1662,11,0,0.617,0,0.617,1,1.466,2.626,1.615,0.022,0.0,0.0334,0.0
Oscar Højlund,Eintracht Frankfurt,GER-Bundesliga,2526,M S,24,1082,7,1,0.614,1,0.614,1,1.066,3.182,1.827,0.0256,0.0417,0.0511,0.143
Lohann Doucet,Paris FC,FRA-Ligue 1,2526,M S,5,114,2,1,0.611,1,0.611,0,0.093,0.743,0.065,0.1223,0.2,0.4828,0.5
Tidiam Gomis,RasenBallsport Leipzig,GER-Bundesliga,2526,F S,18,309,9,1,0.611,1,0.611,0,0.488,1.586,0.707,0.0339,0.0556,0.178,0.111
Nico González,Manchester City,ENG-Premier League,2526,M S,25,1576,14,1,0.609,1,0.609,0,0.889,14.795,14.173,0.0244,0.04,0.0348,0.071
Hjalmar Ekdal,Burnley,ENG-Premier League,2526,D S,19,1545,6,0,0.608,0,0.608,0,0.168,2.712,2.587,0.032,0.0,0.0354,0.0
Manor Solomon,Villarreal,ESP-La Liga,2526,M S,6,129,2,1,0.608,1,0.608,1,0.472,2.178,1.169,0.1014,0.1667,0.4245,0.5
Yuri,Athletic Club,ESP-La Liga,2526,D S,32,2708,24,0,0.606,0,0.606,6,4.848,10.56,8.312,0.019,0.0,0.0202,0.0
Daniel Elfadli,Hamburger SV,GER-Bundesliga,2526,D S,21,1257,4,0,0.605,0,0.605,0,0.17,1.875,1.659,0.0288,0.0,0.0433,0.0
Cyriaque Irié,Freiburg,GER-Bundesliga,2526,M S,10,331,7,0,0.604,0,0.604,0,0.13,1.368,0.788,0.0604,0.0,0.1642,0.0
Nouha Dicko,Paris FC,FRA-Ligue 1,2526,S,8,51,5,1,0.604,1,0.604,1,0.299,0.872,0.339,0.0755,0.125,1.0664,0.2
Faustino Anjorin,Torino,ITA-Serie A,2526,M S,15,258,4,0,0.604,0,0.604,0,0.119,1.411,1.075,0.0403,0.0,0.2106,0.0
Domagoj Bradaric,Verona,ITA-Serie A,2526,D M S,29,1976,13,0,0.603,0,0.603,1,2.995,6.399,3.357,0.0208,0.0,0.0275,0.0
Miguel Ángel Rubio,Espanyol,ESP-La Liga,2526,D S,12,168,2,1,0.599,1,0.599,0,0.0,0.245,0.245,0.0499,0.0833,0.3206,0.5
Luke Shaw,Manchester United,ENG-Premier League,2526,D,38,3269,10,1,0.599,1,0.599,1,1.494,11.457,10.609,0.0158,0.0263,0.0165,0.1
Hugo Magnetti,Brest,FRA-Ligue 1,2526,M S,33,2721,22,1,0.599,1,0.599,1,1.219,8.629,7.483,0.0181,0.0303,0.0198,0.045
Yael Trepy,Cagliari,ITA-Serie A,2526,S,8,68,7,1,0.598,1,0.598,0,0.146,0.677,0.0,0.0748,0.125,0.7915,0.143
Oier Zarraga,Udinese,ITA-Serie A,2526,M S,24,427,4,0,0.597,0,0.597,0,0.133,1.634,1.019,0.0249,0.0,0.1258,0.0
Murillo,Nottingham Forest,ENG-Premier League,2526,D,25,2132,11,1,0.596,1,0.596,0,0.299,6.359,6.05,0.0238,0.04,0.0251,0.091
Nianzou Kouassi,Sevilla,ESP-La Liga,2526,D S,12,670,9,0,0.596,0,0.596,0,0.142,1.837,1.68,0.0496,0.0,0.08,0.0
Fikayo Tomori,AC Milan,ITA-Serie A,2526,D S,33,2572,9,0,0.594,0,0.594,2,1.002,8.909,7.468,0.018,0.0,0.0208,0.0
Marin Pongracic,Fiorentina,ITA-Serie A,2526,D S,35,2923,8,0,0.593,0,0.593,0,0.689,6.799,6.398,0.0169,0.0,0.0183,0.0
Romelu Lukaku,Napoli,ITA-Serie A,2526,S,5,33,2,1,0.589,1,0.589,0,0.211,0.329,0.0,0.1179,0.2,1.6072,0.5
Fisayo Dele-Bashiru,Lazio,ITA-Serie A,2526,M S,24,1159,9,1,0.585,1,0.585,0,1.12,6.592,5.674,0.0244,0.0417,0.0454,0.111
Chidozie Awaziem,Nantes,FRA-Ligue 1,2526,D S,26,2239,11,1,0.584,1,0.584,2,1.58,4.797,3.784,0.0225,0.0385,0.0235,0.091
Abel Bretones,Osasuna,ESP-La Liga,2526,D M S,28,1600,11,1,0.583,1,0.583,2,1.464,3.372,2.147,0.0208,0.0357,0.0328,0.091
Mahamadou Nagida,Rennes,FRA-Ligue 1,2526,D S,19,780,13,0,0.582,0,0.582,0,0.14,3.8,3.2,0.0306,0.0,0.0672,0.0
Niklas Stark,Werder Bremen,GER-Bundesliga,2526,D S,14,721,3,0,0.58,0,0.58,0,0.0,0.451,0.404,0.0414,0.0,0.0723,0.0
Rayane Belaid,Atletico Madrid,ESP-La Liga,2526,F M,2,140,4,0,0.58,0,0.58,0,0.204,0.802,0.151,0.2901,0.0,0.373,0.0
Otávio,Paris FC,FRA-Ligue 1,2526,D S,23,1907,12,1,0.579,1,0.579,0,0.172,5.907,5.754,0.0252,0.0435,0.0273,0.083
Abdoulaye Faye,Lorient,FRA-Ligue 1,2526,D S,17,1444,8,0,0.575,0,0.575,0,0.052,3.337,3.31,0.0338,0.0,0.0359,0.0
